train_input_1,train_output_1
"[""Tfmge}Uemms"" "")b]!c0$cG^[]"" ""Tp>yQ|M5~1ePs_g+P{oc]"" ""u]ucu?{tEjEYc_tPV|pIO>5qfl"" ""w'o@nT@1DHXV30eU"" ""\tG3Rd0O"" ""5MN!G;/Dug,?hk>{D_wFu\tclynJ\\G~.q]9lS"" ""h7AI/z1w]9{g7T]`#?[}zA;3$k)(yT"" ""H0<+5&]pzTK3#K[JC [bYki6"" """" ""SHkM9CX]uo[(S%1L"" ""OBu_fO=,rb>1{uGR@W|"" ""_K\n!W'b.1uq4q+th,\\Jw;1e3"" ""OY)5f@~#wx0\t7=?\tL/+G[YgW}^&k;."" ""4\\1Sa7nMnsSg{ 1yhz:60y^kwt)o(<8"" """" ""k|;x%&8Nb<=!d5yr7.u|=q"" ""l}w@4~iE0]T&CQ|:}\"""" ""?nAs.lY-=146mW!"" ""}:5UhRwEW&H%1^f)&S\""\\-?N/7&Ws-+@0\\"" ""5C^<Ay!ichoPr!$\tx|}pcPxqX0a"" ""GoBl}9>Sw^A'o5`({'[ipwuB_>e[,mmAR8:jv\tUQh3P&k"" ""*g$XaOG^KZdQ .I~ND)c:Zw)N"" ""%B/MV!5cBjkYQ"" ""=~lM"" ""P Hcp<X=lJf%XeP2i9[mWkcLAr\t%Cp.xQ%G#f\\"" "">F%fy\""$Y\\-1jXX{TS=u|(?V\t0|W=SU sfI 0[NV2kEY\tbuq\\=x"" ""@rJ\tXJG;g`2V|9.QTq5\""Td>gB3<!mw|axj}XAD["" ""/_YdLh_}N)IiO|?q\\C&~F[$vK]|=0iiXB&c>C,x~+!\no,6K+"" ""ZW^V+l2NQpT7TS2aafhb/D#,'|"" ""s Y}vE5j^""]","9
26
48
39
50
38
4
13
25
45
27
33
15
18
22
0
31
30
24
19
16
0
24
30
36
7
16
26
21
12
11"
"[""\""`U&$s.{B~eeB+!ZNO^Le76=6]'t'c;_H9$KV5ES"" ""v.h0kv|PQJ|rcc8O+O~:0EY9i3\nL;ZQA f&!it5b]a)7*H"" ""IG.;U4g_h%$f801q\""\t6]{}BwWQ:b="" ""4o\n|V~vUm,u9Tpa\\9/<& w\t"" ""Xx8M!)\\K89|2W6~\""jC)kS*"" ""sv8sIX6.B~WDct15R"" ""osH*'\""A> 5KBE8R9NBxA\\X1r1%;6a]w}|f\t+M(I G4*L6)ld@"" ""]K(1#<h|u|?r4.ll.tQ"" ""FA5$B-ahyx}D)}H,@5d|iA"" ""C8gFLC6hsLI;4.PZ]lrxDqS&K\tkb1F<nFiq%O4d"" ""\""$lcf=~26[qberxtVM;*edZ$`>\""NfXPnu;ih1g?SH-C<3H$]l+"" ""cT6|[8OaYpCP..!o1s ]>6lm`.$^\tXcFoc+x4Ab%yPt<(U PT"" "" @g4,HN4Ibgd7"" ""1`_"" ""\nfLW%\t)#U"" ""?iQ(Hw11"" ""[SaI"" ""8K2vulXY(WWOwq6:!D\"">JJo!"" ""8?y;o}S'Kg"" ""Z)EMswV\""xs~w "" ""zAI"" ""r\\Bl@0<K3Gd7*IGN\\SHd09fg^AeQ)%?m}v57B\\z"" ""}0#cT6iLu/0A^\\uM~@n[xyx6f})G)FYrD@J;dS(JNQw"" ""7{}nrl\tKNO?dR^nO,~5S\\/"" ""1s\nT_P#^kb'eRq8CICyAmrWegtD1w:n]%/B!6*n#XB*67"" "";>l~]DtO$/4G[bClq0CE"" ""i[%N.UnC;dm^y B+I\\&ML?EPNt0n]_"" ""q,U]+&UXU^B1@Y `/qKdC"" ""{?y3CnR)sgy;SlK$ms\""F>SY1d02k0R"" ""P$D"" ""bC4:G?{Dh?]+(oKu1z/<>Z\n,Ep{"" ""K]u$hauVyC#6X|o):{f)4tRhDpr6I_\""::j;"" ""O?BjY>d,b}@uB#kJ;,d++&m;P\\f~]Y4W\tt"" ""6Vd[=j;&gCIU^?}H^4p+:-s]"" ""Bs<nC*>E;?s~Hav{LP,RHJ:JYHqpPpm#=`&v..BpFk\""S3\n5&1"" ""nCVHEO62[1W. \ttB#RyiK5I*[isoq%Tb[;G\\]w'U"" ""*;SY7LqfMJmPR=![I1>Rnz<Mumz)2mKSSUs # v}6am"" ""/;Via9vKEp~}j\tf9]=h3?J<DVBg.TE.=(o"" ""}&vV\n~ZefV?dMFP$+.>'&BE\\#B@T\\aK"" ""+&yqJ0R"" ""d[Ov4X!By5RuF2cuU-8!wq.<kw)o'hxm+3@)y<_9Y?>$"" ""v?\"").S-l \niFxl@gWc&34`k_ZCyL.ZH"" ""='0Yc;}O=b8|)&OnqO]$u$&.|8s*\n\\Q%"" ""1R{1OZ8\\uNA90vQ&NN5FHgAq8:[L6 fA.y9gtlU0}n53<J`"" ""JHn5g$fBAx\\W 2.PtYZNgq"" ""Ba26e;#X68m5V\tOR/X\\-I67^L`qCzF(t^u6i%goU"" ""/*J}zZQ5wr.A4O>&},"" ""#H!\t7d<br\t%k/"" ""#"" ""C[&*NC<tPdRX(\""2J""]","16
1
13
18
40
22
47
32
31
44
7
31
34
43
40
49
24
34
35
27
3
30
21
30
20
45
22
43
39
3
13
10
24
4
8
9
3
13
49
50
39
22
19
49
17
22
23
29
46
40"
"[""k\""#@59I34XY!\""q8OA^[B}aIX6lTuz"" ""agw }HtRa(~b[H]!VJ\"",TbsHm-3#eD&\\Pm8&()#V:z"" ""&%Fmo0b82"" ""(#b-4iZY{uxPtx["" ""M~Vl`qBHW3N_PP[}!S;YqXEU%3n;X~$ Lp"" ""*`1>dEj}c@3VV<V3OW<#[7Qp&+0Hr3<Mn"" ""% vBFxdY$/}X;uc"" ""*1R([X&4{gc#|J24t{lTQE56$Lu$GUe$A*A\\}i]m"" ""d?!ZwRu+R\\h_xG\\\t\""JAyC&Gx"" ""\n[Ca\n\""^D*1^]:jFa|8p.w[fzK"" """" ""!2O2\""YG(91$I}xL~A<f*~=| PkPD$>"" ""/] }*QFC~6RQL-"" ""k&ofBU\\/FK"" ""N5hd!s_E"" ""Qr=3xG$Dk>VK\t4z8IpW$6WD!JPi_NhkCBbY?.ccc2"" ""UDVY'@=NSx,X)v"" ""xtc+GuA=T_0G\nh]G6{<'l\\EBg37T_9OU|]Fx6N"" ""E`.sZA8rLnUq\ttyO>.9yVwg5pNUu%gI-:ECSR~[B1r[p|9@z"" ""yY?>wNs*1u ^A(~&/}Qe}*kIF_suL\t+/z$A*YYW;W|"" ""I\""."" ""5UPSjpSHW|aw}uk_yG?pGM1pt)\""ZoN"" ""mBMV$s6@e0B@{}v|kU_'DZrl?0"" ""@va4bc"" ""XA16r$}ZW0AM\""|ndU63|GkQ<&^`\\dOA*flg"" ""ne=SNPSR[yl3NAV]~Hgo;CLD(IMpNu@m)l;"" ""a|)L#!$8=jR71G{s1\"","" ""}cX{I+&6gbu|J1y1BIyNFyAvWKoM91KGNDe]/X$"" ""5&9Am]"" ""`.a-}Q,azO@$|j4#qhF"" ""9gan<Tl<,6B<bQ%%c^(e=YF^\\%^[QvkkR.y:|GD{-1R=f"" ""M*,?6'y"" ""l0Tr;Cxt)=<<Nyb4W$Dbi!"" ""G++F>?+^8PvP6O"" ""#J@_V]/Lyt=:oCtMv`P&U*"" ""kx|&\""j|,<5|*6o6le}8KkYHQW"" ""%^@e""]","4
25
22
14
22
7
45
19
6
39
19
35
35
6
26
30
3
42
48
38
14
41
8
10
14
30
0
25
24
40
15
33
34
15
9
42
29"
"[""e@g1g2Y2^UElo\tY.f\tp`%Y{q>e7=[\tImw]%>yo*d'{"" ""ym~[gGUn}Sh;"" ""]RK$R&\\_&K"" ""n/C})_yKro'/+#k"" ""+_gvEny9@@\\i$H\t3\nF=hN@}aaB7O<:X`rehVX:"" ""7M,Cdn7GfMoJ}cu2F(.bcQHJs~UW\tWUkgpU4LE8!Kx#l("" ""N\""oQEu\tX3Z9jtXy&\""_)eJg$79dp*>^% hj"" ""N'yxJhi]*54-k}+UR/V"" ""b$$Wssm~=l|g\""k #pk1M[7}N(LaE?uo=5<>TAHN"" ""ZPSB"" ""UXqq`#Cfura\""$5&;%eXv9Zl5GB"" ""~kIw;Y|LB?2=9P"" ""*71^N.`j/Q1dip#OnV\\HFmGNAZGH0i"" ""sRQvK*0z'9(Z{|-m;MI:Z(?%C:YVj[:\""HX34X"" ""*GQr4"" ""8MoFg`x1Url6<L%a1.q=*kYHh\t\n$7.Y"" ""[@"" ""S1~vNg-0a]\n{ZCm4\\-lgO,.'JM\\$t3 qB.Z3d\""8T70pfkc"" ""Ex]p$ !['HJG^r~&_2 $4c"" ""fxs2G1bP7'/F85bOE~!q{||pbW7%b|Ct|x-YHs3I\"":"" ""F_ZKw<M1%C''I?2T~%&$2Np\neXI/A{[X@`$!^*!DY8"" ""AD.xS<R{Z)8\""d;yw"" ""l84mY2=9r"" ""jo,LO|}i'|:fGUQb\""r%FE4%@K3SFA #]*=(+ZeT9mB6+uy[0'"" ""mVyo""]","4
49
9
16
42
42
22
46
2
31
5
37
30
14
26
4
39
19
34
45
38
15
10
12
42"
"[""Hh~G#&uDVP,V2dc=SN4lEOr)\nW"" ""i\""m\tx{(wgo*fCk"" ""JOzMJnx(>9OzcG!>gCn&Ozia^[.Ia3^\ni?a*(^-w7M"" ""r[]3'#ZWk,Ak"" ""rGm:BO2]JD{8 hy_'bG'-b)[}DaQnEYFbSD?<XQ`QOZTLC2"" ""39/_F7?Iu\nksVp-X4%`$#|2\""Yla\n\""vQc^L!\t"" ""VlsT=FPe{C7-\nK\n\""`n&(Szp"" ""f{B=eDl<t1T.kw?8Mv:~O~mB+T8"" ""S}(wO.x10~"" ""Pi\tkz\n%!rNN`N7$@ (Q>6?8@<N|tAqnxz]vTX0$>Rcq+{"" ""uD1r^z/]FG\\V^4[~`C|G"" ""hZ\""&2_$DIPh}/)plr4)"" ""?* 7H\tbO@(W9oU|'{SZ/lOX4K?IrAvUR3WUP#+iSR"" ""ZX;SA!"" ""aNXapi15U\tI\t PnM''g4m5fahaukO$}9!FHdRD"" ""lJ|,""]","4
38
6
41
19
20
45
10
27
23
36
47
12
42
14
26"
"[""`?C+WG65T@ym"" ""7Zp,jB/7kQMj mL)f}$"" ""=;p'I~\""#YUGj1'W*KY.`>\""1\t8W<cC`s&"" ""bj'@?3{\nByAI0={{se<E*Xr"" ""(wm"" ""iiO(Sn&&/@Ygj+NN01(8[\\Y4;T9]H=#H5nH"" ""sqQCHz\tf'djyW_Tj*XgiyodCJ8P-uD)Q@tT(zhN`TjBnY"" ""LQ\t-rNcbDB\\uWB(ShY\nl3)lyP@'m\""/!d*o}YU*P!:qAbm\""P!\t6"" ""%d4_n$Pe+e9]\\O](Ri37\\ERu4Ct%m\\k7Cj-K-z8#WGaZcPtRS|"" ""^t7!,X`&6`1:[:o'x>$3"" "".{F-"" ""j!\\R;M;j\""pPDBR_=zcpV_1jIMm'@.hn+4\ta\t0Oy\t9+Yx_#7"" ""ZKH"" ""!W\\5se!DD#- l?'yhu"" ""paCoe mg5K_p$pm"" ""{Hfqq7^hb.&4gH"" "".9i:3BdlFxqBAu/AmQj2nSXxYX6*?E|gI_-ciX"" ""*,[uI7o'zv>g|5d)n\tm${(?d>u+W8\\&eq%ph"" ""4yz5Xw_MI7[VhnLn@T*_olq<us'$v`m?SaZ"" ""=\n)u`%m6+SOp"" ""gKK\\c;w,FYHobK_Qd\tcGIT`(_\nX1+Q&6)b"" ""uXi{>w.K\tEFW2sAWgHAmE3>S\nP%OO_;JYl!y'\t{!E)\nTL|f"" ""\n~v382Nm2;X@"" ""! Et/vud'"" ""\""3W]DL*=D5.]o_"" ""P]Qi!%Z)C^>qg;NvFv<\""_<ojNx+@4,%NS^pT_/"" ""?(+Gs-T\nLX\""H+nz.cNu\""9p|u=|@Z%CMX%5~cew\\A{x4bv~L"" ""V56)g\n[A!Gw6:iZu"" ""9i,Jq_2Y^5<Exz:tP2G*>J`0>ta"" ""\n\t4nXy3>Yl:tX0SI!h<ToXnNeDe{TnGJk"" """" ""7V4)@\\~5XFyqgyleO;Hbrki9<2NVj^"" ""mo -jboKtfj{~l&jLAG%(Sf]\t7_H2},EerS-BH]o*4K"" ""%!1"" ""'*?wAj[;1yf?\n0*?m+fYR"" ""4B8<_B5h}d[m7S0p1u"" "".VgeOXc)~qt#W"" ""\""~zk@9a>A~!\nw(.Mc'V2$1{O$ZqV4B%g5nP*o7*@D>W""]","43
13
18
21
3
43
30
0
33
27
16
47
38
14
9
12
47
34
12
35
36
38
14
15
18
3
47
4
20
50
50
45
35
3
23
32
19
12"
"[""ORiL\\Tpe`#811(g=Yx+.&JxT`y;1e|oI<"" ""T[<s\\(dG)|H:H=KME-*3"" ""J;\\eD<~y<=y"" ""@^O`M)sIzE!aC4yJ1\""XD[}_}UIo1DdSRyJKDPaV@"" ""Kh6Q</u^;yDv}BJ!-y?j"" ""m'ccau.HiOCOZS\\i`"" ""Br==CFbx2+\""4x72xr=fcw9(\n)(BM8%\""`,u3Hq*X>Jn$]2CZtG"" ""dHXHns-S#L*n\tgQ[T.-~Ss2u|+>"" ""3S]?(e'As)3Fl$e7Nc\""Cs*/M;~eD_?<jn*1%IdnC/2i9$gQ"" ""emy_ncEI\\x}tTRJQ"" ""[-~E<Qx0M0D'Tz::!"" ""244*wT0*Kw#VS"" ""w/sbn<\ta^9k#liW*?\""b/EgR#"" ""%sL!kS$|;/.B`CCfrFpD'?GS+!>R$OMI{[\""q:`8nd."" "".^vJj55-"" ""/Vt*"" ""d\""@z_HZ)uFu<hw}aW\tj.?@hmkuI9msE;o9#)_U&VXw"" ""iYP-zbcXzveC~Jl1c^.W3;z]ps=q ,2 Obdq>2Z{*Yh`G{V"" ""pqAV[Eh3n6_m%5P7\""2h5u#*v:)KR^fFpHr"" "";8X9O)eKBS|H/}SZ{XO'I\nXf"" ""CzEdHM3c6J_<J\""]lg$y\tc"" ""4DeZ$OeWyd)m:>,zu&k#=#0?r;nE5&#r(A<Fwsr}:Y-?9e"" ""-x\""S+[dct;tG<Km\nSDO5\""%0-iRh9M_N"" ""^o@XUKPz:@~~,>v\tb0/aJc.ZJu\"")}S=Vn\\N1.B(<G"" ""b2BR6[nC\n`7;85pJ$IgS~"" ""([sQX.1#"" ""58[p@"" ""sYk*GghtzDqXA;ybr8 ;#{m0G9}3/z:'.eIg;W6>x\""O42g"" ""{2&`~\\G%E3\\bsG=;7l/1R9p4dn|d>/DH2CF,+$mr\nq,kh.$%""]","48
46
5
8
21
41
31
46
21
24
34
47
42
4
8
42
24
13
17
16
47
27
49
17
20
40
11
20
33"
"[""d!kQ'=yO'&sQjag)%H-<"" ""oS}4@W`0..V>pR2V6lo$y"" ""s{CC$8Y$Ubh\\Svpd%6]*/9w"" ""+>y(}8ZzVC7ZUxX,7Rj(""]","20
23
21
20"
"[""W'2ng@!M"" ""lXc"" """" ""B,C<ti@\\$gRu5_X4clFK?Xk<%2;*FBLE1!_uk7/pDLq2a^\""]\\"" ""xJr6WNuvz_\""+yf5'6LvQ)HFM"" ""?zM:ZbN,?XuKl2n8d$[9]RH6~tDNA"" ""xs~'n]/W]=7/IFsK"" ""<z;\"".\""oP`+F#;m}\\xp*:&BJu%feb\""]m90$~jB(bQ{n!"" ""Mr^-j\t8i7)Pa&LIvuH2W3[{W!Co,XxFl\n]>,Gk5n;L\tXX_BNm"" ""=ESLp9e)HaDUXZEr`d?uL[wa9H84)~R^&5)et?^z~,zz[gFL9h"" ""HOrc8\teF$i`YF5?_#t\t {7\tFu(\tzCTo,U/LpV(.<\\Rix?Cc4&G""]","50
50
49
43
16
29
24
49
0
3
8"
"[""}L?|"" ""6R-j>@L{gi 7P|w.!+["" ""9g4U(E37w_&T-;)}\\GLClELw"" ""s:\n"" "">xD"" ""9@ P:rT"" ""Zf"" "".@.1h;.q\""13]m(eq!8[nhlsRMI{?F="" ""5-\\t1]%P*sl3|!x_Svd1"" ""LtY;cfM{X{e|`EC\no#;Xx^\""-]"" ""swXhS=f8W_IISj*(6Q1*mT]AQ#$\n8p"" ""V0@\""5k-V<VFMb8Y5SBu>Pcd_7@?&YDo9Y/_*c;wq"" ""/:he}`NF0(fZC<STAS:T"" ""-/ewe';<hWgeI1UnX`@<P'57bRYr9M<*}F}oh?#\""@=W"" ""Q\\(w7Q/j`YB1-Xx\nwQ9L<6n3N2+RkwprOW0DX4\\{4GIe2OCK"" ""hxBuWno?f}A3Rt[=_J?i%|qs4CF5@gFv"" "",L6%H=^/ym"" ""[LR.=NoQb3"" ""B.%;Nx/XaGCBo',mGrf.wd~=}|;<g#Bb+^eu\\Jzh^_c9I?{)"" ""}8o*;\""4ue =J_x|VZ&Z1ENOF+JvDecq{-g4[N_ip>d/aC"" ""S\\vz=[qkRJO["" ""RL0b7\\wxT(( 2nP@N?Y'T@<&vL4"" ""6X[<j%x|?""]","9
27
12
45
48
10
10
32
48
43
20
40
30
25
20
30
2
7
3
3
24
19
4"
"[""D8Rr>2KnAnpP4qqE"" ""Ob4N^.%\nf+z!+"" ""lm;{2kFXNfH)l8I#s-r\nip'yU;Y,s7SadjNp"" ""nX+l}Ok)[puV"" ""ssQk11:pkdg[[b \tT91\\%ke^"" ""xpWyZN][xx\""FLs>GA2c='*#"" "" p8C_yKen$~C<0 *N81n+]s^SD.eu]pG"" ""I7"" ""mSQp&s"" ""`\\WBjt_Zxi~Hq}NE})QoI9%Cg/(~-|"" ""Ky+'U'Md8xsXP16"" ""/~x+IlV'+]Oeno*P&]5m%G9!9;3:S09IS4O6'\t"" ""W5[@?+0A\tB9X%ZFFLWbO|03Hh?WTMV) ]X:fc_"" ""1>R6/<!\""~w"" ""STP})^;eZ1#sHuFv{f'kI]hb}ZIm`gh"" ""':U9\""`Ij7UW:N"" ""u})2JT4rDna]j++f5A<t P]Z="" ""N"" ""vXb=3:|jH{.j2';qlNd|O3Z0Yc>NegafF"" ""sS)^|:c9Cb0SdKLA_Lld^SnH{b3"" ""{eGU!t^00HY;"" ""eA[3$d8ErU`2{Xty^s7C\""?.OAD"" ""<tX^ZUHy*NSq\n\nijDm0$n""]","21
26
12
27
33
1
25
13
31
10
38
38
15
30
6
2
32
23
24
12
36
13
16"
"[""71l44$21.8?^x^2 u.8<Z5\t1bI0=4CvJgMP+s_0k-\\"" ""Js\\n;1]+&NMJm7e~x 4d[+p"" ""RY{LK/f:0;/'f\tkp&uS<4}\""Jr+*VB!Y"" ""&`{*bI[i'mgW^UpkLVV8<=Dk"" ""hG$!m8nH\\Tn~.4+':rV5e\n*M]KSscID25Ww"" ""~Y*e`Ts\\1rq?}3<y"" ""K#`C"" ""P0U3>;^"" ""@aKu3j_mTDa}vypmghp=!d+~V;G{JuZ,IuPK!$U7p""]","41
7
4
16
35
24
31
23
42"
"[""\t${?k_X"" ""KfG-\t\""c&{3yAO_n]O74^}%^Q|CF}"" ""0eSk!\\i`S]q\\bcj"" ""T.O$+M;@20H2FNJ_pGx-N^(Hg<)S8"" ""X2:wl[y~E@7"" ""yF37+cw82qnO7Ecd%/2v"" ""Iygxb-j*>*B\nS+5b\""#c03NJ]d?P&q(#Uh`ed,7\nCf9/|c00)"" "".dc5|`hfa~(coXz3kNY48|bO'Th1Z&dfp)OoyPGI]:7#>CFE"" ""r$wX\\caA^],\\fQ>-/[2kWX<\ts@i~ 3xx>i59YcZnYAl6Ez"" "";Qrc4Br|D"" ""28\\QSloL'qLR:,Zad!c"" ""C#NEqLjjNNtKv!f37Z>kSpm-|M[bT}3]MJX>}"" ""'rS^-RA~.l/"" "")\""]muy"" ""C(~*I0')hs<\t"" ""Q\nYu2(zx"" ""]f\""s0"" ""0['k|T~'$CSrp "" "":HBdjN*(,D:s=-0<ia"" ""W& ~4$i{XVBT6wQ<EC;?Q"" ""qJMO>@}\""V(zC]S%\""vR`xvE}F_1!W2m+:g"" "",yx=u?9e@!9:!JcZuG\\$)zKp@@*;d29\n_y]AT"" ""bi0pCK\n>"" ""$A\thja+JA'\n2\tdm'YZ},"" ""r"" ""Dsl&b$O$l3*\""27\tdS"" ""&0g!~8@PloSE0g!{ty"" ""]0IQ\tViC\\s2Q{|akUHLVg@lAC'^ETVBwgu6HO"" ""yIIy"" """" ""xCY:tZyHGQ\""})t&a8xDN<wzV$L[.j;E?BA7"" ""%8"" """" ""{x`ydPB;mk#Vk$FLL.$j'U}$Mx(V01"" ""6&hY~fI\t[O=dU\\}n0W;DR8\""v_N^m "" ""?nGF<'L=J% X4;aQMi,JYM176"" ""L%<#Y&w4$nEP""]","12
25
29
30
0
2
35
0
4
37
18
17
1
20
8
37
33
21
18
14
5
8
12
6
11
37
19
9
46
48
48
20
11
29
15
28
7"
"["""" ""2gse,|<|?HX_?r`h\""+o@&},'}cdVXGypD#"" ""=AOQh.e='&X]\n,d"" ""F6x%^s"" ""h]*S3uBAy4"" ""A0'i~1?dG;7_k\""{R}1S?\np/l"" ""`{Aj[b{61=*$hqk[D\n-"" ""Ne;86"" ""s+/URz[i$Ib`QivL5ikv]tg"" ""Y^W*G\tvakWa"" ""vTutlnH9a>'K9[<\nffGMvhThJ`HFC;!oh6\n*Y|>"" ""4E,G?kT:T#tFbffZL8D\nFaD< Nx?q< x;'mswa?""]","39
39
11
23
5
19
24
10
6
15
34
0"
"[""5rVvx(]dXk{S)z<"" ""\naq%7wI`h6=I|$y%?>emiU{bA\""<otUN}}\t&ixC@sw\n:{@"" ""/H-PxrI:3`k{60GD#-pl)|ZhU=H4QAk:Mo"" ""*NAzn4/s5\\q+5UG$\nci3~-HmxX0'Hc$21%?s\ta9-[y0J)8Fw8"" ""lyXVA>Z^g5~t9jvlW_#WS2?|6)Hz/"" ""=2-S:y#\""mZs*`o@?rvLv_\nV)d\t$G.]Tmo4sMI\n?7vm"" """" ""\""?xDq+B=#nhs-n?{(Xe6@VIh:&phi+)yjW("" "">XpWz+9X|\""/!$ Qz?GhEot@@xPqy%"" ""JrZ,V4Aq_X"" ""c,S*IyA=EXt$meCb\t{x[B8R>!cR9SmOCWT}4WC9jiH,kK9"" ""JTH56{5IL9Pr't4_I:9|K.nI"" ""\\$D\""cke_8.\t`u|p]Qps#KN\n,,*0\t!z1RsNBv\\8s+DDMppQ"" ""@]7rA\n8!bU&K,){Ug$`5OD\\/JP$\\E^'KknvN=W|?.O/"" ""QB^?J>Q#]"" ""\""o)10I?#zJ>mlCjyc{{C3O5\""4M4}("" ""1>Li3=4ZQ|HxmQNt!g]M\\g\\#f?rn.Qg}Zt^=\""9q=bJ})"" "",cW7~rL'RImAs"" ""Q natK<K'"" ""=[ni\n4m}e4l'^84/60eS`&\t@E]X_XtQ4v#4JT*MUQy~+"" ""hDzcz!A^litO3I|Nj|`}B"" ""2451S*,dwpsO"" ""{nj0(T&k[X+5&QKJv1W^"" "",%Dai5 EE^Z0_lP4[8 3Ih\nP?|!]8tV("" ""arAi2ki%3~NA,B_rNA^:'+>r"" ""AXYXw\nO:"" ""@%,"" ""dg+RjaiMJD':{v8}:*9O_dpyM,;("" ""paPGh,ye_p%{14=9t%O\""aJ:cS?,OrufLNI2I!<"" ""zYx"" ""|399uC#"" ""F|!?i$+L_+iXMb->#|l;.,I26sp\\8,YD"" ""<Lb4cx&H=d)f\n"" ""n?\nXk"" ""O_O$EaTv%ZGZp4)o+}ApK! F&;XrzE=T"" ""`,y?-#`>]q5]d?h>t,M-."" "".t?%r6O>&Do2jPID:C,26enJZ4as%/\ti^E*F`;7u:)uke#U~"" ""1d^zW|9Axaa~ESft1<l\\s6w#* yD&iA?"" ""p&U'1WR$1>Djy\nq|q9{l/,`2\\{iBeWL?b(h""]","35
32
48
21
32
5
13
32
7
3
38
28
3
8
24
32
20
12
21
44
9
13
44
29
9
43
46
24
46
10
29
35
0
42
29
49
34
45
15"
"["")J)'`MA}PL"" ""\n\""=a5RZ0~[3-7H:Nz:`/yh#}&t6_vDO3Pa"" ""Pls\t%O3i2vb[Mes.w]`N`A%8`6=c`P{&:a"" ""]\t%m+W"" ""oZ8=42p_}H=JF+i24_XKQIWK2LB|90V>R\tmX?z\nRw)!"" ""O={o614Yl3"" ""JEA?c:}O7p&QoaILQ-O{89#s*1_U\tU~c\""cSo<D|/N^dZ"" ""#m.Yse>F923kImHp=vKxJDv^ajfA]-\""~bE*V7$"" ""W{5>!~o][ydxl\\]D$TOAT_W63<=L~^tv}cv!~&d>7o"" ""oYn)m:gQY0.ua8.<L~aZ#3L1Bl1LqoYyGJI,&}"" ""vy\\,f"" ""-I(92b^AS-jFEU*qJ"" ""+H92:3TR:wO.<;#\t~@QrlN}w($5=[$p/E"" "")];/I(>X-CuTY73Q"" "">H\""_ *>an. @i`6[@A>)MDj"" ""nSk%L~X{MPi8""]","12
23
16
33
17
5
38
42
38
44
10
43
6
34
34
10"
"[""iM,k(cE>@j$Af*?^AS;[Wt!_,I3_iAK;+)N,vS\tmiD(Xm~PWE"" ""O_=WRE9QoQAh_1!psVn:/`>@<)uDO(2Y"" ""ikU`HkC)6 "" ""D(lnqhO+6.XXetLT$+\""~:heKaqU,G&RY6}"" ""(uJpl6[V\\!>swe"" ""Agt3H#|:w2]{8 Jvge':Ya"" ""?'m!vt_\t}uAg&)L6B<N3NhMdDOf'isEKp0MeBz2E'O"" "" \nB;lo\"",nP0"" ""&V!r2DFe!s?\\=>O6U8-\\.-uwiH4J=\\8'bu>w]+4"" ""FPTGAN^e]V#ZhPHdbEYTDE_'M D"" ""0JE"" "")$m=I}\\"" ""4G?h^U]@-K$;T 9lz~T].)I0'bjHLUXS^aeB"" ""n(\n%\nv\\C-A1cJ;2D@uE,$VX3xNF\""}RBb*{P"" ""/8lFq_@v{xo_<H+n H}Ie"" ""&u@0_c>Goe0/ pwc""]","16
21
35
36
7
3
27
39
11
42
22
14
34
10
32
49"
"[""Uy\tzC^^.v?5#(ODQe\\(281|1GF!aKx^66dCB"" ""3n<E\""D cq (c/.(=D2pk]f"" ""%"" ""*0-MfpJ(NX2 :DdE"" ""=6;{mS\""R:{m,g#|3ap2]'55}t;;t.Kr3MEV5-ZSGjEV5tGr"" ""\\85QAwp'@d(;a&3p=\\M["" ""'vhtL vq){:n\""PN?Tr^mP!Cw5V-C:S\t"" ""7<B?e"" ""7GM90!P"" """" ""%r~#[YTpOMyW* FPAC,I7ifhC-_XAkEf\""z@"" ""|mLF}qsnH}v$@c=Xx(>6Z%h@]V2"" ""AxyCHM'#je9w*\""OCua/LyRe`Mp>2"" ""pSu\\<_mGY\\}RDU^ yV"" ""2PGq5suQ'/+,:*pvEODq\""fY6~n9q2]/IIV91mcW4&ae0h~u;,"" ""6d,""]","3
49
18
28
27
35
0
7
5
31
20
47
16
1
22
36"
"[""MKM78W]W8+zt1?24fs7`FAA7|<=Py$>[$D<f%\ty~U9\t*h4<f"" ""A*3mc}}N2i2MwnNRTFhIVF^b,Wsq}-$BtJ49Q75s,XQ["" ""6$%/~U\nly[h\nj6j[oW\\s^<\\NG<^t$]S\""8JX![kUaRIYI}"" ""@)-0H?2<4cl+_f{"" "" /IhxEjD8,I&d\\\t,XAH\""IBt"" """" ""W[}i&*u"" ""sX`KGU;sJEi+py7cK =g0m"" ""6'O65 =J~(c4?jT\""/Gk\""^oU"" ""~?3"" ""_+Z}}XX\""VQk~z6q-0&"" ""P=s 71`Ins#/]y[?2=qdCO1aoxlI,2_`l>o\""XM_3q'K/3MZv""]","48
18
3
23
22
7
0
23
15
45
44
48"
